"sourceip","destinationurl","visitdate","adrevenue","useragent","countrycode","languagecode","searchword","duration"
"19.39.213.72","oeppdypkuehhgborjnonhxyhfsenabcufsvaphcqaueclqbeiew","2012-04-30",0.38921973,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","YEM","YEM-AR","ebnduodbik",5
"223.229.251.114","nlhqtltfjp","2012-04-30",0.71929735,"Tvtasv/3.2","FRA","FRA-FR","xtgqtp",8
"92.169.20.172","oeqypkiwdqallypenmgjhnpnfdgvmt","2012-04-30",0.033107635,"Qnmpxquciumuwvflcslxnrbi/.2","PRY","PRY-ES","hbskpyf",4
"25.175.174.169","nlgkokkhlcurnlxtiwusqwemycjwmbrjsvmccwuukjbihgerjgamnsslkmhoavdnwqcqcopnqxulecdfgw","2012-04-30",0.4438332,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","AUS","AUS-EN","brmgulu",5
"6.90.19.251","oessojoksbsgqnmjpqmqllfv","2012-04-30",0.71974546,"Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","MLT","MLT-EN","vshx",1
"94.95.177.194","nlgkdroewbvsmdq","2012-04-30",0.017020985,"Dxborqxdbr/7.0","SGP","SGP-EN","rkgmw",7
"78.197.81.125","oetobofwyevbkmokrbvokhlsvyesubrtpvnsaxwgkdqhvw","2012-04-30",0.009010883,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","FRA","FRA-FR","frciqqjqdeubomk",9
"198.192.214.115","nlfxbvwtaohwrmoeueptxojbybgud","2012-04-30",0.10011725,"Opera 8.0 (Win 2000): Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; en) Opera 8.0","GRC","GRC-EL","avdxmaojwimgxu",8
"84.226.227.136","oeucgksocjjmpcetfrqojjhyivjjnhwpqqmtugkddnnvuwmmorygeovovfnrvupq","2012-04-30",0.7232821,"Netscape 2.02 (Win 95): Mozilla/2.02E (Win95; U)","POL","POL-PL","ttg",5
"12.6.40.114","nldrihmglhmxswglyqsetemeofkwcvesecchdqqbldhsnrmfqnlohdtfitqrhccmcjsjlprwowswwusbwgqvrmnto","2012-04-30",0.076852806,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","PRY","PRY-ES","cjqqktk",7
"227.243.100.67","oeykqatdkqmcjvdvrivwsrgsntfejskifgnvhcmrnqhmvqxcwqgnruvxvuorqkqpcdshtm","2012-04-30",0.878348,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","IRL","IRL-GA","maqr",7
"219.137.9.1","nlcuyfnmuqfvtomyiiqynpwntkqrkksmidnoxbfhiekovhkioaelkgbyjoipgcxnlsdrmunqbh","2012-04-30",0.4249134,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","EGY","EGY-AR","taoifcwrr",6
"19.190.19.169","oeytiiywaubgbfap","2012-04-30",0.0756783,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","NOR","NOR-NO","hynny",10
"187.194.164.96","nlbevjprjaabjbpd","2012-04-30",0.38984978,"Uyrfrogjf/4.1","PER","PER-ES","rn",6
"159.172.118.14","ofaduumtgyyvxcmmhiolxghvoufm","2012-04-30",0.32993653,"Osycesvyiqmmxatapp/8.8","SRB","SRB-SR","iyqxbgq",6
"59.209.98.124","nkyqrupmisknrhpssngmyeynucpihhmnhmxrvxyaisoychciobvxqccmevhheulcicovbdblkfshxfy","2012-04-30",0.75545275,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","EGY","EGY-AR","ohbpgxprue",10
"65.239.65.106","ofaiwodwoqthqlppnmyxvueuhqtfbycccmhfmrtgbqqftypnsglvalstuxkitlkdjufwqdhhowoomwos","2012-04-30",0.31703472,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","POL","POL-PL","ypuxqeh",8
"238.131.40.223","nkxdnjpdrkcweipklmkruhyirlnicjgohbbbfyxnsgjusgvifljvaqqnbsyqlkiooemmaddau","2012-04-30",0.39613476,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","LUX","LUX-FR","ngupeggwtvaiiu",8
"68.36.177.198","ofcwguawxdcjnpkfumu","2012-04-30",0.73822963,"Eyfjvkff/6.6","KWT","KWT-AR","srlloalrmtrg",3
"136.10.151.191","nkwwjaujpoemdbqkydjjbmksccfxdngrwhlsshlddfujaoh","2012-04-30",0.33410096,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","CAN","CAN-FR","mxaurrehmsfrwrd",4
"251.80.200.177","ofdbmjfsqgoycvmpuqvycfgkwrbktqnvjbcrejrpjleflfdajydjjibabetqmluw","2012-04-30",0.93051976,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/125.2 (KHTML like Gecko) Safari/125.8","SRB","SRB-SR","qshdsxybqjxrd",5
"5.65.12.29","nktbbqrmlrsbpgstylvd","2012-04-30",0.603007,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","THA","THA-TH","xqbjsxkbdmwqig",2
"79.1.174.34","ofetdckqqpkkyviyxcrtavldiiagpclaapjmdmvukfrxkd","2012-04-30",0.61049175,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","CUB","CUB-ES","fnb",1
"174.139.105.197","nkswlbahatrqcpwropswdpjbdtu","2012-04-30",0.5384751,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","USA","USA-ES","hkqv",7
"86.244.132.188","offcrwxgffjxppobhuphqhcjiehpkepjabvtsscsaretpakofkvbehinwxuqugftkyldr","2012-04-30",0.0628035,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","NIC","NIC-ES","mqjirpfl",10
"30.30.25.230","nkskwujmoxycmkmlpbushmpt","2012-04-30",0.79348606,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MLT","MLT-EN","pokrkg",2
"87.168.219.38","offnfwheksehsqdvqwwbiltjtcsboikeetqqoiexceemsxxsydryciscydchorxbdylrtqjyfpvleofialfgsas","2012-04-30",0.7292929,"Tqdtjfxysddjkeawkrhndwraa/1.4","GRC","GRC-EL","boulkcxekn",1
"119.13.122.116","nkrehrceclippoxjauhrejufmnhwmyoonuddqkm","2012-04-30",0.2123974,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","GRC","GRC-DE","qbadjpwq",5
"178.199.235.167","offupdmdaremswvbvmmqjdcaantycnvwbemlyfxtpvldxpnuxnwiocsjlnmeothhkdrxcknh","2012-04-30",0.62534803,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","GRC","GRC-DE","varkydhknhw",9
"151.188.226.124","nklvatyvqinc","2012-04-30",0.90596396,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","JPN","JPN-JA","xpoqlupoguro",7
"160.148.177.49","ofgtttwjledpipxkwontnncmiugbrgppbitiikbjylahtlpihubprksybfuemmmhwmhvw","2012-04-30",0.87744874,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","NZL","NZL-EN","klpdrkptcn",3
"1.249.69.145","nkljtlpqdvuigynjwymskutvvcfbyawssstunjyhagkvernaaadllbhbxsnujricq","2012-04-30",0.003830715,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","OMN","OMN-AR","wphnsn",4
"186.223.226.178","ofhaxxwlcqbvxitucppcwaprkbehnkyktcssxgeabsobishqlqmlorqugsyxhseqixjo","2012-04-30",0.67187834,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","SLV","SLV-ES","xgutyccluiskqlylx",1
"200.124.158.88","nkkyequeomqhggicyoyvldqtiqxkhawsfvbgyefjbrsntjtcgqdttsdnpqh","2012-04-30",0.83702534,"Netscape 4.8 (Windows Vista): Mozilla/4.8 (Windows NT 6.0; U)","RUS","RUS-RU","xtnlphewcqlh",10
"125.42.246.171","ofhhhgtclgjfjdncecbboobhio","2012-04-30",0.38291535,"Mozilla/5.0 (Windows; U; Windows NT 5.2)Gecko/2008070208 Firefox/3.0.1","PAN","PAN-ES","ojtx",3
"46.239.94.105","nkjnymyqtyrvddiqydqecmxvkua","2012-04-30",0.1619063,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","NLD","NLD-NL","qvohbqckfnaa",7
"182.22.21.232","ofhvmbgvveqkxmppnfvqrdadessbqsjufdprsqwkjrbwnratsaunucjjuoqhymxihmdjwpxhbpunr","2012-04-30",0.59796125,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","SYR","SYR-AR","tsgtv",6
"39.237.40.107","nkiiqedpnofnlgdsiusfmsyrnnsthcgvwmhlkmuvvipelrjuur","2012-04-30",0.16720259,"Fmdykhecdnkfmqqccbn/5.0","BRA","BRA-PT","avpatpdcvygd",1
"242.185.85.59","ofiarpsdemqcbvxaeugnloowekrvihmfrckeiubtkjntwuotlapbtwkrybcte","2012-04-30",0.54737705,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","GRC","GRC-EL","pmoxallaespch",2
"154.45.74.228","nkhqylkhdgmkrnchusfqlnlumgbjqyqanpjvxrw","2012-04-30",0.6634917,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","CHE","CHE-FR","uxegpluooxqe",7
"74.198.132.114","ofiderupshqhodqggdoewrpwmxw","2012-04-30",0.6222841,"Lsrelewwdshhaikadrx/6.6","CHL","CHL-ES","hkqv",6
"95.44.43.169","nkfnquvnnqautgqtgcymkkohqegtbplkfoxjtkgglfxoifuhsqd","2012-04-30",0.74664515,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","CHL","CHL-ES","vnniambcvyhlmaq",10
"33.53.48.142","ofjepukhqwwioylhgxlykdlkaluboctfnluiwlocghl","2012-04-30",0.7110305,"Yeowaju/5.0","TUN","TUN-AR","cgcymcjfx",10
"246.251.19.78","nkdcvmkkqabjcgkfkgcdpooitoipywfhqybhycowmeeiwxkjfuuqaflghswhloahkbudrdpqhgbjcickqvb","2012-04-30",0.51349753,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MAR","MAR-AR","oolbvfny",8
"193.107.16.112","ofjswurbisveyitfellquu","2012-04-30",0.22283167,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","UKR","UKR-UK","aftpuqjtsbbka",1
"99.240.244.1","nkdcuyufbcbmecpqxkxdfcqwcsqylgkfwhcuimoqfvjvfywggdji","2012-04-30",0.3553315,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","POL","POL-PL","dnmejeqaskrwk",6
"25.201.144.204","ofkjxehprrhktamjaumurkffbtlhmuwwrvcgrqjvcccqdaesbanjfotxwrxwyedhvhybg","2012-04-30",0.32687157,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","USA","USA-EN","tbnveyjnwj",3
"126.119.12.248","nkcwtvkvitmoncpsprnoccvcusfawprkdsbvswuiwxlk","2012-04-30",0.3429346,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070309 Firefox/2.0.0.3","BGR","BGR-BG","bkvjhutbhypqfue",2
"233.56.141.116","oflsbthqiaumjahoekrkugcpalbuiqlntkdmkcwnkdcccajtituurqbebeipqhfjsscgkewgsamamjgiekjbdcl","2012-04-30",0.13295496,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","SRB","SRB-SR","xrwqmwmxvbdatc",1
"158.103.226.13","nkcsbytrpnjadr","2012-04-30",0.71124417,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","IRQ","IRQ-AR","ihreoyl",8
"86.138.39.121","oflxghihfoiofjemgpkxxhgtgprglengulvuurblpqdtnt","2012-04-30",0.19891061,"Ivhadoocbkatrcsmmslua/6.5","ISL","ISL-IS","mcgfocskavobw",2
"40.122.232.90","njynseoynkglaucoyakyvxvuxhvwdxfeoqrcptthk","2012-04-30",0.105287425,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","OMN","OMN-AR","ipdkeaocwfhwlhdy",5
"154.155.48.232","ofmkwqqbkummmgmhlyaurbslasaxvtvodwkjctanuvwprtutuhxnjqqkxjswckydihwq","2012-04-30",0.61318225,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","ECU","ECU-ES","gfudthimghxyknre",1
"12.221.239.251","njyiliruwklmmkakrnmccdchfvlrconffauwvgr","2012-04-30",0.8226686,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","YEM","YEM-AR","swvcmtuqkudo",8
"194.116.23.191","ofmoxnytivmneeeumpasqsiwbveqteipiyyrfxxskdisidsfohryuudml","2012-04-30",0.9911065,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/125.2 (KHTML like Gecko) Safari/125.8","IRL","IRL-EN","ghyxcyqcanhrkua",3
"185.173.186.70","njvqvkrrnxymfaflchmyeujlkebeyhomnscysxjyfgucfqoofkullcnficeeioqbjofpblnqe","2012-04-30",0.04414535,"Netscape 7.1 (Win 98): Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.4) Gecko Netscape/7.1 (ax)","GRC","GRC-EL","xncsh",4
"245.49.85.194","ofoquvduqfyqgkylyommkqjrxnahxbosnnqmuqxkldnjvikxbklnrmaemroetfcifil","2012-04-30",0.38597333,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","ROU","ROU-RO","rfnkkcr",8
"252.124.103.249","njvfnaavvohfmiiymddmbgbrhgxuldivtphuqirlxvlalxkyibsjwolfxvsqeqibmcvtdpongjsbwcliv","2012-04-30",0.63277775,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","URY","URY-ES","vwrobqr",8
"206.84.44.203","ofrelwjctkrltjsvudilkagavdixxxvfbejibtimlyefletgqrhegoarfegphhsegf","2012-04-30",0.8458732,"Knnergdnxeayglislwtcvj/3.5","LBY","LBY-AR","sxmgkfwg",9
"223.95.32.148","njujkrihoapypcsrgkftiqyiciepohdjhdujbxpkfldbsujvgcwopfdeghkveiknagdgfbjpdnoceyvnadktn","2012-04-30",0.70855236,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070803 Firefox/1.5.0.12","IDN","IDN-IN","bblhcsbsnec",6
"30.181.56.35","ofswgkkkoffq","2012-04-30",0.66887105,"Opera 7.5 (Win XP): Opera/7.50 (Windows XP; U)","SLV","SLV-ES","mqfpwvwvp",8
"126.204.63.46","njtsprbdwmptvjjfvoifmwshtvlsibdkpi","2012-04-30",0.6357542,"Noeqaghpyyivvo/2.0","GRC","GRC-DE","elulwhyby",3
"35.134.6.140","oftjdrhtjhaqtdnowoqfoe","2012-04-30",0.46518254,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","MYS","MYS-MS","wvjsqtjjs",1
"87.246.35.165","njtqkvmvxqhwycpeteaocvemnveuutibadqutqrxkmfyxnkkcx","2012-04-30",0.3636192,"yaqlmqsdrriehttwinrue/5.","LBN","LBN-AR","epl",6
"86.120.107.134","oftjrtpmebhxjkcbhdbmgrgdupkwmxxnpkbecgcosouholnfagshnhnhiqaunqxiiwryvevoltdki","2012-04-30",0.061936624,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","PRI","PRI-ES","sxsftahml",2
"6.215.107.93","njtnxhdsirdipvyfinerbtkqhvfqoaygstpyalqqqhmuuek","2012-04-30",0.31017366,"Prmrltyaijjvcru/0.5","DOM","DOM-ES","kxivvlcfji",8
"114.69.237.72","oftrdduiainupyqcpodhsvgdkpylgurbskjnoaieswugxtjdedhrhuysecrcydxdntlqdx","2012-04-30",0.26918134,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","PRY","PRY-ES","jqon",9
"236.153.49.154","njscuhjcolvutcsajyyomwurowowryqk","2012-04-30",0.25139028,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CUB","CUB-ES","xvbuunrtshrb",5
"249.57.123.249","ofxktraosdrvicnwmqnnspviphofvnugfowqmojplkkdipslgnxkgobbokfqy","2012-04-30",0.76771265,"Cfutgjq/3.5","PER","PER-ES","fce",10
"229.140.152.60","njrecwcvgswfmihwdakeusftqbtgdrhkombvamwawceaejdfrrnjljekyvssxsiqfcnrcxmxto","2012-04-30",0.39272848,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","DNK","DNK-DA","vyukmshwjthvvv",7
"47.127.221.243","ofxsiuraahvcadgumajgdmcfptjsgkuplbefyowjsydvasbfpaqycyx","2012-04-30",0.6734926,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","PAN","PAN-ES","eaaffggef",10
"148.152.118.173","njqiwbkvkyshdcfgtcrpyyfopyxmpdkhuyybsflfutqlmssahoqyhobfctrtieljabuonfsymraalbnutdgkblg","2012-04-30",0.11110553,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","DOM","DOM-ES","xrwqmwmxvbdatc",4
"21.107.36.54","ofynlmxekyfclccckclrroqqfwplsjgks","2012-04-30",0.8662423,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","ISL","ISL-IS","maajahxn",3
"117.137.176.67","njqfvpdevoliyngbwpfjaufwoamwqoijgxpeqgvixkmnvfgokeaxeblijntmcdfl","2012-04-30",0.7659002,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","CRI","CRI-ES","vsrg",1
"132.51.48.141","ogakstqqeemdlljwxkmbrxxmwgiwchabmtqmbpglydbgylaxddmnkpyqehbkomdmvils","2012-04-30",0.59540373,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","ROU","ROU-RO","uiqkrjmvasbgxe",10
"24.14.133.110","njqdqmcifixvwdqdsnfgyhsujniqetxisoeuvdmalxytkhyahfbyngajmatbgcmjfhmikofqcyxb","2012-04-30",0.88327116,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","BIH","BIH-SR","kvocvwrioyuhfvng",7
"253.18.250.54","ogasqquighntybhemqqvoejlactjrvxgga","2012-04-30",0.8813835,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","PRT","PRT-PT","inhtecptejrmc",7
"104.62.239.207","njpqtkxrxgwnqdhrfjswhjvmmfutpop","2012-04-30",0.8004488,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","HND","HND-ES","nwhgngmhiurb",2
"142.240.116.239","ogbaiuhsbxfnrsiffm","2012-04-30",0.019681469,"Pnelgjnsimajdrk/7.5","OMN","OMN-AR","uihqopvtdywosj",10
"127.104.170.157","njoouqljlxvrqxdoskcatkwjnvobsdohnlq","2012-04-30",0.45544297,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","URY","URY-ES","mgik",5
"248.104.142.202","ogcmjejvjhtpmhhgycrlohnmiewdfufpuihpckpfis","2012-04-30",0.28032684,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","HRV","HRV-HR","jkiewhvgoy",7
"122.163.78.82","njnprcdmrddnjmfhvdiufjfbgvceensogdjcteb","2012-04-30",0.07305632,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","AUS","AUS-EN","afrwgticyyccgvb",9
"148.160.233.12","ogdjycagyhtuapmwjwhfjocljcvktaknsebhnicjovenrvjgujwngkwvg","2012-04-30",0.48584285,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","ROU","ROU-RO","tounjhjlreesglx",10
"199.28.6.165","njmillcrfeegrfsbjtrkglyiyobsdyijkabidyimcmddioqoupgu","2012-04-30",0.45404992,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","GRC","GRC-EL","ygligwfhmfddwt",1
"22.229.210.39","ogeclrdbrxxqgbhvcndslkruoxwirlrsixtwvivcphlidhindapowlcngxgqvqaelseewgats","2012-04-30",0.06140517,"Jvuecncdogxv/1.8","SLV","SLV-ES","wsmdnmxlqw",8
"61.221.80.12","njlvgwooyiltplojucsqgrqghhmnsgcitcrnhxkqqj","2012-04-30",0.3383932,"Trbeirmbvymptbyxro/4.5","THA","THA-TH","xqbjsxkbdmwqig",9
"211.36.165.26","ogeemruklnvqcmhdwobnfsrlugfhayee","2012-04-30",0.17098255,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","ARG","ARG-ES","vfhptgyg",6
"48.236.211.82","njlpxhouyatuhyjimjddatbbybkkumpcmptgmixkhemhyhakvkcbgxnuxfdedmhy","2012-04-30",0.8632905,"Opera 8.0 (Win 2000): Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; en) Opera 8.0","MLT","MLT-MT","sngov",5
"85.50.3.229","ogfncrqnmyvdqttalhjbffgfumvkauhmqyayuylymjkork","2012-04-30",0.48028433,"Wdyvltvyxkqvnnxwjdolhx/7.7","AUS","AUS-EN","dbqduo",2
"139.119.94.49","njkvmcgjphvhdfeqiqncpcdtdrrvouyhhmtcdcodehwsimiaijghivjrknuwtospccwbw","2012-04-30",0.89163125,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","IRQ","IRQ-AR","aujgwsmwgospgs",2
"38.133.142.115","oggycajhfhhagwmvyitvyljwdxbylvvfrvdxxhnnuel","2012-04-30",0.99865466,"Hnkjbet/.6","SAU","SAU-AR","gttmtiv",4
"130.56.162.173","njjsyyjjwdbbjxwtmepcfgburncnadecxvhxtfggairexqbgwgxlifiqdnmcqatjcqhqjkrjoakjyw","2012-04-30",0.4505995,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","CHE","CHE-IT","kcki",2
"164.130.68.193","oggyfjsgpkaovinubkpbauarouobjtmhceuuioypksvgvqbrumtitjqdw","2012-04-30",0.8959707,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","USA","USA-ES","ssbvyttk",8
"227.131.54.119","njhjgcranvulhifamopeumbbocexcmyappmphqqioqijbkptyrvguogmtxyyj","2012-04-30",0.119417354,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","HKG","HKG-ZH","pammqsby",4
"153.60.89.240","oghcfrptcnxvgulpwbcvrerkqbfdslnpyumvtpbqtmbgueyoyrxlqsmogrcqubjloyplyjrsmqqghl","2012-04-30",0.8799512,"Epmane/1.8","BEL","BEL-NL","irdcyegcfqv",9
"17.196.161.47","njhcbgkuwjmchmxbmdiftsealvidksqgcfkkmvjpqlyfcglnvighprhiukttahdeuqksddmeao","2012-04-30",0.0640403,"Steqrjcvgxabgvxaosgiob/6.","DOM","DOM-ES","hmsaahbc",9
"65.143.121.112","oghnsowqeycuemwsyqnwamlrimhlpdmaddecmkwmuvnkrcnocgjfxwewykwngalngcphxjheardc","2012-04-30",0.89788294,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","MKD","MKD-MK","khjoupqwsfrbr",6
"166.186.65.226","njfooiiwlvxbxmircheiecltxtiiykjmnimosnkdxgsjqacsfnfambnkwioildigfokenpkbynbsnxwdxssiw","2012-04-30",0.032910496,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","GBR","GBR-EN","fmnqi",9
"39.68.46.7","oghqmqlfbunkhltgsiuopryhtylyxjcnuiduusqevi","2012-04-30",0.43796432,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","CAN","CAN-FR","vulvo",9
"113.184.132.221","njfooiiwlvxbxmircheiecltxtiiykjmnimosnkdxgsjqacsfnfambnkwioildigfokenpkbynbsnxwdxssiw","2012-04-30",0.17390956,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","GBR","GBR-EN","fmnqi",7
"223.197.27.153","oghvyryfvpdvfdwwheglqpplnlwhinimbbfkfdkfgotadfiklywyykfluhbtwqkxdyl","2012-04-30",0.24703908,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","LBN","LBN-AR","engmcacj",5
"110.131.161.214","njfjviejxtjhhkijiqbclwdrfxbeky","2012-04-30",0.8255465,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","MAR","MAR-AR","lnvseifqvljvvkwc",9
"58.222.22.24","ogirrarglgmmxnowdhboxmvqgu","2012-04-30",0.592942,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","JOR","JOR-AR","xpnwk",10
"19.196.217.206","njdyduvlbby","2012-04-30",0.28327462,"Chmbynddgkvfl/5.2","HRV","HRV-HR","vweort",8
"48.136.140.85","ogjatktrwdmyyduapheeqrgmnsoheysljqyhvxtdxbwomgptxlqhhcgglvphskjoxavpeqwtvguwj","2012-04-30",0.91382813,"iPhone 3.0: Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML like Gecko) Version/4.0 Mobile/7A341 Safari/528.16","MNE","MNE-SR","knbfjmcht",4
"89.4.85.70","njdtdorycntkvoovkpmqeedshkdojlbenfwxkpueti","2012-04-30",0.24005179,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","GTM","GTM-ES","iyogpay",5
"33.58.150.95","ogjohbvgeyxgeeoukrbtnxeeffphtuxktsab","2012-04-30",0.1524784,"Qxnlyhsi/3.5","SRB","SRB-SR","lid",1
"195.47.0.180","njbnaftfpgamcpexvbhsuqruwtujuyjvitohshgerbgj","2012-04-30",0.4450989,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","COL","COL-ES","lmnhfpqjmkfcg",9
"189.101.155.172","ogjtuelgpknxmueorcfteecewwkukypblsfmatlwibr","2012-04-30",0.038171194,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","POL","POL-PL","ohbdpfhhyvowkf",8
"148.108.164.210","niyesugjfxkttlcmdmkjkyctgnjytsjojuwopubyqmbfbo","2012-04-30",0.70322675,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ROU","ROU-RO","cuxwemrp",5
"149.105.192.46","ogjypfheulwpxrhbjdhrsboaqvbdxejjkefeefbki","2012-04-30",0.38515016,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ESP","ESP-CA","iiqmag",6
"243.102.119.38","nixtgibpgcbrfmhjmdfmykilyvxucnwirttjnejincvwfrnkgmxiethhhnckvewbidfybedmpvmhbexvnm","2012-04-30",0.60127807,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","PER","PER-ES","cwkau",2
